text,label
"Damage to the protective myelin covering the nerves results in progressive worsening of brain and nervous system functions, including:  Loss of the ability to detect sensations, such as touch, pain, heat and sound Loss of intellectual, thinking and memory skills Loss of motor skills, such as walking, moving, speaking and swallowing Stiff, rigid muscles, poor muscle function and paralysis Loss of bladder and bowel function Gallbladder problems Blindness Hearing loss Seizures Emotional and behavioral problems, including unstable emotions and substance misuse  Each form of metachromatic leukodystrophy occurs at a different age and can have different initial signs and symptoms and rates of progression:  Late infantile form. This is the most common form of metachromatic leukodystrophy, starting around 2 years of age or younger. Progressive loss of speech and muscle function occurs rapidly. Children with this form often do not survive beyond childhood. Juvenile form. This is the second most common form and starts in children between 3 and 16 years of age. Early signs are behavior and cognitive problems and increasing difficulty in school. Loss of the ability to walk may occur. Although the juvenile form doesn't progress as fast as the late infantile form, survival is generally less than 20 years after symptoms begin. Adult form. This form is less common and typically starts after age 16. Signs progress slowly and may begin with behavior and psychiatric problems, drug and alcohol misuse, and issues with school and work. Psychotic symptoms such as delusions and hallucinations may occur. The course of this form varies, with periods of stable symptoms and periods of rapid decline in functioning. Adults may survive for several decades after initial symptoms. ",Vitamin D Deficiency
"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze",Sebaceous Hyperplasia
"shivering,chills,watering_from_eyes",Anhedonia
"I've been experiencing neck pain, balance issues, and dizziness.",Eczema
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",Inflammatory Bowel Disease (Ibd)
"I have red spots all over my body, and they are itchy. Some of the spots are a different color than my skin. I also have some lumps or pimples on my skin.",Normal Pressure Hydrocephalus
"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",Rosacea
"itching,fatigue,lethargy,yellowish_skin,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",Postnasal Drip
Signs and symptoms associated with galactorrhea include:  Persistent or intermittent milky nipple discharge Nipple discharge involving multiple milk ducts Spontaneously leaked or manually expressed nipple discharge One or both breasts affected Absent or irregular menstrual periods Headaches or vision problems ,Normal Variant
"vomiting,breathlessness,sweating,chest_pain",Pertussis
"itching,skin_rash,nodal_skin_eruptions,dischromic__patches",Normal Pressure Hydrocephalus
"fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",Schizophrenia (Negative Symptoms)
"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",Hormone-Secreting Tumors
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",Pregnancy Cravings/Aversions
"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration",Rheumatoid Arthritis
"I've been having a hard time breathing. I've been coughing a lot and I'm coughing up a lot of thick, sticky mucus. I've also been feeling really tired and weak.",Delirium
"fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",Postnasal Drip
"patches_in_throat,high_fever,extra_marital_contacts",Amblyopia
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination",Iron Deficiency
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",Vocal Cord Paralysis
"Mittelschmerz pain usually lasts a few minutes to a few hours, but it may continue for as long as a day or two. Pain from mittelschmerz may be:  On one side of your lower abdomen Dull and achy, similar to menstrual cramps Sharp and sudden Accompanied by slight vaginal bleeding or discharge Rarely, severe  Mittelschmerz pain occurs on the side of the ovary that's releasing an egg (ovulating). The pain may switch sides every other month, or you may feel pain on the same side for several months. Keep track of your menstrual cycle for several months and note when you feel lower abdominal pain. If it occurs midcycle and goes away without treatment, it's most likely mittelschmerz.",Colitis)
"Kidney cancer usually doesn't have signs or symptoms in its early stages. In time, signs and symptoms may develop, including:  Blood in your urine, which may appear pink, red or cola colored Pain in your back or side that doesn't go away Loss of appetite Unexplained weight loss Tiredness Fever ",Subdural Hematoma
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain",Osteoporosis (Fracture)
"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",Rhinitis
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",Posterior Vitreous Detachment
"I've been having back pain, a dry cough, and weakness in my arms and legs. I've also been feeling dizzy and unsteady on my feet, and my neck hurts.",Eczema
"I've been feeling really sick lately. I have a fever, swollen lymph nodes, and a headache. I don't feel like eating anything, and I'm really weak and tired. It's hard for me to concentrate on my daily life.",Epididymal Cyst
"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body",Hormone-Secreting Tumors
"skin_rash,pus_filled_pimples,blackheads,scurring",Acne
"Most healthy people who are infected with CMV may experience no symptoms. Some experience minor symptoms. People who are more likely to experience signs and symptoms of CMV include: CMV CMV  Newborns who became infected with CMV before they were born (congenital CMV). Infants who become infected during birth or shortly afterward (perinatal CMV). This group includes babies infected through breast milk. People who have weakened immune systems, such as those who have had an organ, bone marrow or stem cell transplant, or those who are infected with HIV.  Babies Most babies who have congenital CMV appear healthy at birth. CMV A few babies who have congenital CMV who appear healthy at birth develop signs over time — sometimes not for months or years after birth. The most common of these late-occurring signs are hearing loss and developmental delay. A small number of babies may also develop vision problems. CMV The following signs and symptoms are more common in babies who have congenital CMV and who are sick at birth: CMV  Premature birth Low birth weight Yellow skin and eyes (jaundice) Enlarged and poorly functioning liver Purple skin splotches or a rash or both Abnormally small head (microencephaly) Enlarged spleen Pneumonia Seizures  People who have weakened immunity If your immune system is weakened, you might experience serious problems that affect your:  Eyes Lungs Liver Esophagus Stomach Intestines Brain  Healthy adults Most people who are infected with CMV who are otherwise healthy experience few if any symptoms. When first infected, some adults may have symptoms similar to infectious mononucleosis, including: CMV  Fatigue Fever Sore throat Muscle aches ",Gallstones
"back_pain,neck_pain,dizziness,loss_of_balance",Eczema
"skin_rash,pus_filled_pimples,blackheads,scurring",Acne
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",Posterior Vitreous Detachment
"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",Hypogonadism
"There are different types of Gaucher disease, and signs and symptoms of disease vary widely, even within the same type. Type 1 is by far the most common. Siblings, even identical twins, with the disease can have different levels of severity. Some people who have Gaucher disease have only mild or no symptoms. Most people who have Gaucher disease have varying degrees of the following problems:  Abdominal complaints. Because the liver and especially the spleen can enlarge dramatically, the abdomen can become painfully distended. Skeletal abnormalities. Gaucher disease can weaken bone, increasing the risk of painful fractures. It can also interfere with the blood supply to your bones, which can cause portions of the bone to die. Blood disorders. A decrease in healthy red blood cells (anemia) can result in severe fatigue. Gaucher disease also affects the cells responsible for clotting, which can cause easy bruising and nosebleeds.  More rarely, Gaucher disease affects the brain, which can cause abnormal eye movements, muscle rigidity, swallowing difficulties and seizures. One rare subtype of Gaucher disease begins in infancy and typically results in death by 2 years of age.",Orbital Cellulitis
